Class,Identifiers,Address,Type,Initial Value,Comment,PLCType=500
VAR,BTN_MAN,%MX5000.0,BOOL,,BOTAO MANUAL
VAR,BTN_AUT,%MX5000.1,BOOL,,BOTAO AUTOMATICO
VAR,BTN_PASSO_ESTEIRA,%MX5000.2,BOOL,,BOTAO PASSO ESTEIRA
VAR,BTN_PASSO_ELEVADOR,%MX5000.3,BOOL,,BOTAO PASSO ELEVADOR
VAR,BTN_EXPULSA_LAYERS,%MX5000.4,BOOL,,BOTAO EXPULSA LAYERS
VAR,BTN_HOME_ELEVADOR,%MX5000.5,BOOL,,BOTAO HOME ELEVADOR
VAR,BTN_HOME_TRAVE,%MX5000.6,BOOL,,BOTAO HOME TRAVE
VAR,BTN_HOME_MORSA,%MX5000.7,BOOL,,BOTAO HOME MORSA
VAR,BTN_SETUP_MACHINE,%MX5001.0,BOOL,,BOTAO SETUP MACHINE
VAR,BTN_DESLG_ELEVADOR,%MX5001.1,BOOL,,BOTAO DESLIGA ELEVADOR ELEVADOR
VAR,BTN_RESET_ALARME,%MX5001.2,BOOL,,BOTAO RESET ALARME REMOTO
VAR,BTN_RESERVA,%MX5001.3,BOOL,,BOTAO RESERVA
VAR,BTN_JOG_MORSA_POS,%MX5001.4,BOOL,,BOTAO JOG MORSA POSITIVO
VAR,BTN_JOG_MORSA_NEG,%MX5001.5,BOOL,,BOTAO JOG MORSA NEGATIVO
VAR,BTN_JOG_TRAVE_POS,%MX5001.6,BOOL,,BOTAO JOG TRAVE POSITIVO
VAR,BTN_JOG_TRAVE_NEG,%MX5001.7,BOOL,,BOTAO JOG TRAVE NEGATIVO
VAR,BTN_JOG_POSIC_POS,%MX5002.0,BOOL,,BOTAO JOG POSICIONADOR POSITIVO
VAR,BTN_JOG_POSIC_NEG,%MX5002.1,BOOL,,BOTAO JOG POSICIONADOR NEGATIVO
VAR,BTN_JOG_ELEV_POS,%MX5002.2,BOOL,,BOTAO JOG ELEVADOR POSITIVO
VAR,BTN_JOG_ELEV_NEG,%MX5002.3,BOOL,,BOTAO JOG ELEVADOR NEGATIVO
VAR,BTN_JOG_ESTEIR_POS,%MX5002.4,BOOL,,BOTAO JOG ESTEIRA POSITIVO
VAR,BTN_JOG_ESTEIR_NEG,%MX5002.5,BOOL,,BOTAO JOG ESTEIRA NEGATIVO
VAR,BTN_ABRE_MORSA_MOVEL,%MX5002.6,BOOL,,BOTAO ABRE MORSA MOVEL
VAR,BTN_FECHA_MORSA_MOVEL,%MX5002.7,BOOL,,BOTAO FECHA MORSA MOVEL
VAR,BTN_ABRE_MORSA_FIXA,%MX5003.0,BOOL,,BOTAO ABRE MORSA FIXA
VAR,BTN_FECHA_MORSA_FIXA,%MX5003.1,BOOL,,BOTAO FECHA MORSA FIXA
VAR,BTN_ABRE_TRAVE,%MX5003.2,BOOL,,BOTAO ABRE TRAVE
VAR,BTN_FECHA_TRAVE,%MX5003.3,BOOL,,BOTAO FECHA TRAVE
VAR,BTN_ABRE_POSIC,%MX5003.4,BOOL,,BOTAO ABRE MOTOR POSICIONADOR
VAR,BTN_FECHA_POSIC,%MX5003.5,BOOL,,BOTAO FECHA MOTOR POSICIONADOR
VAR,BTN_RESERVA_2,%MX5003.6,BOOL,,BOTAO RESERVA 2
VAR,BTN_RESERVA_3,%MX5003.7,BOOL,,BOTAO RESERVA 3
VAR,BTN_RESERVA_4,%MX5004.0,BOOL,,BOTAO RESERVA 4
VAR,BTN_RESERVA_5,%MX5004.1,BOOL,,BOTAO RESERVA 5
VAR,BTN_RESERVA_6,%MX5004.2,BOOL,,BOTAO RESERVA 6
VAR,BTN_RESERVA_7,%MX5004.3,BOOL,,BOTAO RESERVA 7
VAR,BTN_RESERVA_8,%MX5004.4,BOOL,,BOTAO RESERVA 8
VAR,BTN_RESERVA_9,%MX5004.5,BOOL,,BOTAO RESERVA 9
VAR,BTN_RESERVA_10,%MX5004.6,BOOL,,BOTAO RESERVA 10
VAR,BTN_RESERVA_11,%MX5004.7,BOOL,,BOTAO RESERVA 11
VAR,STS_MORSA_ALARME,%MX5005.0,BOOL,,STATUS MORSA EM ALARME
VAR,STS_TRAVE_M_ALARME,%MX5005.1,BOOL,,STATUS TRAVE  MASTER EM ALARME
VAR,STS_POSIC_ALARME,%MX5005.2,BOOL,,STATUS POSICIONADOR EM ALARME
VAR,STS_ELEV_ALARME,%MX5005.3,BOOL,,STATUS ELEVADOR EM ALARME
VAR,STS_ESTEIR_ALARME,%MX5005.4,BOOL,,STATUS ESTEIRA EM ALARME
VAR,STS_MORSA_LIGADO,%MX5005.5,BOOL,,STATUS MORSA LIGADA
VAR,STS_TRAVE_LIGADO,%MX5005.6,BOOL,,STATUS TRAVE LIGADA
VAR,STS_POSIC_LIGADO,%MX5005.7,BOOL,,STATUS POSICIONADOR LIGADA
VAR,STS_ELEV_LIGADO,%MX5006.0,BOOL,,STATUS ELEVADOR LIGADA
VAR,STS_ESTEIR_LIGADO,%MX5006.1,BOOL,,ESTATUS ESTEIRA LIGADA
VAR,STS_MORSA_HOMED,%MX5006.2,BOOL,,STATUS MORSA EM HOME
VAR,STS_TRAVE_HOMED,%MX5006.3,BOOL,,STATUS TRAVE EM HOME
VAR,STS_ELEV_HOMED,%MX5006.4,BOOL,,STATUS ELEVADOR EM HOME
VAR,STS_VALV_MORSA_FIXA,%MX5006.5,BOOL,,STATUS VALV MORSA FIXA
VAR,STS_VALV_MORSA_MOVEL,%MX5006.6,BOOL,,STATUS VALV MORSA MOVEL
VAR,STS_VALV_POSICIONADOR,%MX5006.7,BOOL,,STATUS VALV POSICIONADOR
VAR,STS_VALV_TRAVE,%MX5007.0,BOOL,,STATUS VALV TRAVE
VAR,STS_SENSOR_RUN,%MX5007.1,BOOL,,STATUS SENSOR RUN
VAR,STS_SENSOR_STOP,%MX5007.2,BOOL,,STATUS SENSOR STOP
VAR,STS_MORSA_CAN,%MX5007.3,BOOL,,STATUS  CANOPEN MORSA
VAR,STS_TRAVE_MASTER_CAN,%MX5007.4,BOOL,,STATUS CANOPEN TRAVE MASTER
VAR,STS_TRAVE_SLAVE_CAN,%MX5007.5,BOOL,,STATUS CANOPEN TRAVE SLAVE
VAR,STS_POSIC_CAN,%MX5007.6,BOOL,,STATUS CANOPEN POSICIONADOR
VAR,STS_TRAVE_S_ALARME,%MX5007.7,BOOL,,STATUS TRAVE SLAVE EM ALARME
VAR,STS_TRAVE_INGEAR,%MX5008.0,BOOL,,STATUS EIXOS INGEAR TRAVE
